Date,OAT,RAT,MAT
9/23/2017 5:50,67.63482,72.93008,68.67482
9/23/2017 6:00,67.63482,73.23334,68.97836
9/23/2017 6:10,67.03183,73.23334,68.97836
9/23/2017 6:20,67.03183,73.23334,68.37765
9/23/2017 6:30,66.73185,73.23334,67.77305
9/23/2017 6:40,66.42693,73.23334,67.77305
9/23/2017 6:50,66.42693,73.23334,67.77159
9/23/2017 7:00,66.42693,73.23334,68.07279
9/23/2017 7:10,66.42693,73.23334,68.07279
9/23/2017 7:20,67.04904,72.93382,68.37058
9/23/2017 7:30,67.36784,72.93382,68.96663
9/23/2017 7:40,67.68385,72.93382,69.26777
9/23/2017 7:50,68.28692,72.93382,70.16333
9/23/2017 8:00,69.25597,72.93382,70.7607
9/23/2017 8:10,69.89487,72.93382,71.66066
9/23/2017 8:20,70.83219,72.93382,71.96083
9/23/2017 8:30,71.78104,72.93382,72.5639
9/23/2017 8:40,72.40556,72.93382,73.472
9/23/2017 8:50,73.37274,72.63673,74.07323
9/23/2017 9:00,74.30396,72.63673,74.6811
9/23/2017 9:10,75.24682,72.63673,75.28467
9/23/2017 9:20,76.19431,72.63673,75.88791
9/23/2017 9:30,76.53545,72.63673,76.48254
9/23/2017 9:40,77.49783,72.63673,77.08257
9/23/2017 9:50,78.1003,72.63673,77.68365
9/23/2017 10:00,78.40038,72.63673,77.98466
9/23/2017 10:10,79.02181,72.63673,78.27847
9/23/2017 10:20,80.33971,72.93582,78.89194
9/23/2017 10:30,80.65876,72.93582,79.51207
9/23/2017 10:40,81.65855,72.93582,79.82358
9/23/2017 10:50,82.61842,72.93582,80.7288
9/23/2017 11:00,83.27785,72.93582,81.0418
9/23/2017 11:10,84.31781,72.93582,81.64867
9/23/2017 11:20,84.93533,72.93582,81.94646
9/23/2017 11:30,84.93533,72.93582,82.25031
9/23/2017 11:40,85.95436,72.93582,82.85197
9/23/2017 11:50,86.63609,72.93582,83.15548
9/23/2017 12:00,87.6475,72.93582,83.45348
9/23/2017 12:10,87.9529,72.93582,83.45748
9/23/2017 12:20,87.9529,72.93582,83.4446
9/23/2017 12:30,88.27606,72.93582,83.74444
9/23/2017 12:40,88.57777,72.93582,84.04579
9/23/2017 12:50,88.9136,72.93582,83.74234
9/23/2017 13:00,89.23815,72.93582,84.0467
9/23/2017 13:10,89.58112,72.93582,84.03914
9/23/2017 13:20,89.55082,72.93582,84.35545
9/23/2017 13:30,89.85185,72.93582,84.35538
9/23/2017 13:40,90.45505,72.93582,84.36279
9/23/2017 13:50,90.08476,72.93582,84.66755
9/23/2017 14:00,88.99068,72.93582,83.75857
9/23/2017 14:10,88.9598,72.93582,83.76089
9/23/2017 14:20,89.65795,72.93582,85.27531
9/23/2017 14:30,90.40356,72.93582,84.67099
9/23/2017 14:40,90.40041,72.93582,84.97876
9/23/2017 14:50,90.70397,72.93582,85.27937
9/23/2017 15:00,91.67123,72.93582,85.88299
9/23/2017 15:10,91.29203,72.93582,85.29272
9/23/2017 15:20,90.92996,72.93582,85.29964
9/23/2017 15:30,91.90936,72.93582,85.91087
